1,1,12102.8
1,2,6116.13
1,4,3082.8
1,8,1563.37
1,16,812.534
1,32,433.483
1,64,245.882
1,128,152.816
1,256,107.24
1,512,108.955
1,1024,110.169
1,2048,103.484
1,4096,100.103
1,8192,100.207
2,1,6170.66
2,2,3112.78
2,4,1567.84
2,8,813.777
2,16,435.126
2,32,246.311
2,64,150.198
2,128,103.59
2,256,80.396
2,512,82.923
2,1024,81.116
2,2048,77.607
2,4096,75.774
2,8192,75.637
4,1,3237.59
4,2,1632.09
4,4,836.935
4,8,444.462
4,16,250.202
4,32,152.982
4,64,103.544
4,128,78.532
4,256,69.666
4,512,70.319
4,1024,69.358
4,2048,67.76
4,4096,66.929
4,8192,66.683
8,1,1723.67
8,2,883.819
8,4,461.663
8,8,258.365
8,16,156.645
8,32,104.974
8,64,79.113
8,128,67.909
8,256,65.485
8,512,67.707
8,1024,66.044
8,2048,65.454
8,4096,65.116
8,8192,65.312
16,1,956.619
16,2,501.495
16,4,276.009
16,8,164.013
16,16,109.386
16,32,81.642
16,64,68.206
16,128,65.648
16,256,67.803
16,512,79.326
16,1024,81.367
16,2048,80.626
16,4096,79.482
16,8192,79.547
32,1,582.366
32,2,315.083
32,4,182.445
32,8,116.308
32,16,85.78
32,32,71.121
32,64,66.739
32,128,67.664
32,256,146.163
32,512,152.217
32,1024,183.698
32,2048,182.095
32,4096,182.226
32,8192,181.882
64,1,316.287
64,2,198.208
64,4,123.947
64,8,87.374
64,16,70.854
64,32,68.068
64,64,68.667
64,128,145.12
64,256,193.937
64,512,182.934
64,1024,193.799
64,2048,194.257
64,4096,194.004
64,8192,193.552
128,1,211.026
128,2,130.631
128,4,90.452
128,8,71.057
128,16,67.631
128,32,70.201
128,64,146.225
128,128,194.646
128,256,181.115
128,512,193.087
128,1024,194.073
128,2048,194.102
128,4096,193.607
128,8192,193.962
256,1,185.869
256,2,118.111
256,4,84.164
256,8,67.776
256,16,69.087
256,32,149.079
256,64,190.994
256,128,184.555
256,256,194.638
256,512,194.456
256,1024,193.971
256,2048,194.488
256,4096,194.32
256,8192,194.541
512,1,185.692
512,2,118.092
512,4,84.422
512,8,68.728
512,16,127.55
512,32,192.398
512,64,184.655
512,128,194.034
512,256,194.263
512,512,194.655
512,1024,194.677
512,2048,193.154
512,4096,194.677
512,8192,194.243
1024,1,186.62
1024,2,119.321
1024,4,84.885
1024,8,152.063
1024,16,187.355
1024,32,183.525
1024,64,195.369
1024,128,195.171
1024,256,195.82
1024,512,193.369
1024,1024,194.857
1024,2048,195.121
1024,4096,195.102
1024,8192,-1
2048,1,50.697
2048,2,50.294
2048,4,50.171
2048,8,50.203
2048,16,49.981
2048,32,50.113
2048,64,50.011
2048,128,50.751
2048,256,50
2048,512,50.181
2048,1024,49.997
2048,2048,50.247
2048,4096,-1
2048,8192,-1
